,time,type,size,price,direction
2019-12-16 13:59:00,50398.34669161,1,100,5680900,1
2019-12-16 14:00:00,50458.690425839006,3,900,5680100,1
2019-12-16 14:01:00,50519.655792249,1,100,5685400,-1
2019-12-16 14:02:00,50579.71694159,3,100,5686200,-1
2019-12-16 14:03:00,50639.8378926,1,100,5679100,1
2019-12-16 14:04:00,50698.845351397,3,10,5677700,1
2019-12-16 14:05:00,50758.996621011,3,100,5682600,-1
2019-12-16 14:06:00,50819.69064035099,1,100,5680400,1
2019-12-16 14:07:00,50879.177201279,3,9,5677600,1
2019-12-16 14:08:00,50939.90833067,3,100,5679300,1
2019-12-16 14:09:00,50998.871760114,3,100,5685300,-1
2019-12-16 14:10:00,51058.578904674,1,100,5678200,1
2019-12-16 14:11:00,51119.230400223,3,100,5680300,-1
2019-12-16 14:12:00,51177.960224765,1,10,5673900,1
2019-12-16 14:13:00,51239.808316897004,1,5,5679800,-1
2019-12-16 14:14:00,51296.143749015995,3,4,5678800,-1
2019-12-16 14:15:00,51359.121058427,3,100,5678900,-1
2019-12-16 14:16:00,51419.603132460994,1,100,5674900,1
2019-12-16 14:17:00,51479.999569409,1,100,5674800,1
2019-12-16 14:18:00,51539.37674509,1,100,5677000,-1
2019-12-16 14:19:00,51599.724534747,1,10,5675600,-1
2019-12-16 14:20:00,51659.389592813,1,100,5671700,-1
2019-12-16 14:21:00,51719.494362278,3,8,5675300,-1
2019-12-16 14:22:00,51779.263141784,1,3,5676500,-1
2019-12-16 14:23:00,51839.561338042,4,47,5672700,-1
2019-12-16 14:24:00,51898.491699193,1,10,5673900,-1
2019-12-16 14:25:00,51958.144286489005,3,8,5673000,-1
2019-12-16 14:26:00,52019.877577535,1,10,5664900,1
2019-12-16 14:27:00,52078.885749022,1,100,5667200,1
2019-12-16 14:28:00,52138.966617759004,3,100,5673900,-1
2019-12-16 14:29:00,52199.85920152599,1,10,5675200,-1
2019-12-16 14:30:00,52259.572721925,1,100,5673800,-1
2019-12-16 14:31:00,52319.300054399006,3,13,5673300,1
2019-12-16 14:32:00,52379.904516568,3,8,5675800,-1
2019-12-16 14:33:00,52439.117015389005,3,2,5677700,-1
2019-12-16 14:34:00,52499.93000668901,3,100,5678100,-1
2019-12-16 14:35:00,52559.627570673,1,100,5679800,-1
2019-12-16 14:36:00,52619.85654512,4,8,5676100,-1
2019-12-16 14:37:00,52679.950357372996,1,10,5675100,1
2019-12-16 14:38:00,52738.49891540901,1,12,5671100,1
2019-12-16 14:39:00,52798.463291197004,3,200,5675300,1
2019-12-16 14:40:00,52859.309041165994,1,100,5681500,-1
2019-12-16 14:41:00,52919.651034883,3,100,5690900,-1
2019-12-16 14:42:00,52979.40288898,1,100,5680400,1
2019-12-16 14:43:00,53038.43622727,1,3,5682900,-1
2019-12-16 14:44:00,53099.59060715,3,100,5679800,1
2019-12-16 14:45:00,53159.391191327,1,100,5681900,-1
2019-12-16 14:46:00,53219.988732453,3,12,5686600,-1
2019-12-16 14:47:00,53279.012002583,1,100,5684200,-1
2019-12-16 14:48:00,53339.334470333,1,100,5677700,1
2019-12-16 14:49:00,53398.345905525,3,100,5687500,-1
2019-12-16 14:50:00,53459.91049474401,3,11,5686300,-1
2019-12-16 14:51:00,53519.504264999996,1,100,5678900,1
2019-12-16 14:52:00,53579.00507516,3,100,5684000,-1
2019-12-16 14:53:00,53639.485048522,3,100,5683200,-1
2019-12-16 14:54:00,53699.232848787,1,12,5678700,1
2019-12-16 14:55:00,53759.226379809006,1,3,5682300,-1
2019-12-16 14:56:00,53816.486912420994,3,400,5679100,1
2019-12-16 14:57:00,53879.50228366099,1,100,5689700,-1
2019-12-16 14:58:00,53938.604318755,3,60,5690200,-1
2019-12-16 14:59:00,53999.733585748,1,7,5684900,-1
2019-12-16 15:00:00,54059.551221215,3,9,5685900,-1
2019-12-16 15:01:00,54115.14183496,3,200,5681200,1
2019-12-16 15:02:00,54178.282072532005,3,12,5680600,1
2019-12-16 15:03:00,54239.657051494,3,13,5680000,1
2019-12-16 15:04:00,54297.002513735,1,40,5685600,-1
2019-12-16 15:05:00,54359.943578296,1,100,5679200,-1
2019-12-16 15:06:00,54418.102658241,1,100,5678900,-1
2019-12-16 15:07:00,54479.621547652,1,12,5678700,-1
2019-12-16 15:08:00,54539.75278408,1,10,5678200,-1
