,time,type,size,price,direction
2019-12-10 09:31:44.046606000,34304.046605763,4,1,11116000,1
2019-12-10 09:31:44.046674000,34304.046674351004,4,1,11116500,-1
2019-12-10 09:31:44.055940000,34304.055939717,5,7,11112800,1
2019-12-10 09:31:44.056838000,34304.056837756,5,7,11112800,1
2019-12-10 09:31:44.814035000,34304.814034701,5,40,11115300,1
2019-12-10 09:31:44.816169000,34304.816168957004,5,95,11113100,1
2019-12-10 09:31:45.160190000,34305.160189976,4,2,11111100,1
2019-12-10 09:31:45.160190000,34305.160189976,5,20,11110900,1
2019-12-10 09:31:45.557645000,34305.557645187,4,25,11110400,1
2019-12-10 09:31:45.559482000,34305.559481882,4,25,11110400,1
2019-12-10 09:31:46.003116000,34306.003115788,4,100,11110400,1
2019-12-10 09:31:46.003147000,34306.003147041,4,30,11110400,1
2019-12-10 09:31:46.003147000,34306.003147041,4,3,11110400,1
2019-12-10 09:31:46.003161000,34306.003161201,4,77,11110400,1
2019-12-10 09:31:46.204229000,34306.204228718,4,80,11110300,1
2019-12-10 09:31:46.282597000,34306.282597111,4,10,11110000,1
2019-12-10 09:31:46.282597000,34306.282597111,4,29,11110000,1
2019-12-10 09:31:46.282597000,34306.282597111,4,25,11110000,1
2019-12-10 09:31:46.282597000,34306.282597111,4,17,11110000,1
2019-12-10 09:31:46.282664000,34306.282663535,4,21,11110000,1
2019-12-10 09:31:46.283180000,34306.283179642,4,2,11110000,1
2019-12-10 09:31:46.283180000,34306.283179642,4,5,11110000,1
2019-12-10 09:31:46.283220000,34306.283220131,4,5,11110000,1
2019-12-10 09:31:46.283220000,34306.283220131,4,1,11110000,1
2019-12-10 09:31:46.283899000,34306.283898605,4,1,11110000,1
2019-12-10 09:31:46.284237000,34306.284237021,4,4,11110000,1
2019-12-10 09:31:46.284237000,34306.284237021,4,2,11110000,1
2019-12-10 09:31:46.284403000,34306.284402713,4,25,11109700,1
2019-12-10 09:31:46.314553000,34306.314553487995,4,1,11109600,-1
2019-12-10 09:31:46.345867000,34306.345867495,4,1,11108300,-1
2019-12-10 09:31:46.462765000,34306.462764678996,4,80,11107300,1
2019-12-10 09:31:46.463901000,34306.463900675,5,22,11103200,1
2019-12-10 09:31:54.528346000,34314.528346342006,4,11,11102600,1
2019-12-10 09:31:54.528346000,34314.528346342006,5,6,11102500,1
2019-12-10 09:31:54.529308000,34314.529307965,4,20,11101000,1
2019-12-10 09:31:54.529308000,34314.529307965,5,5,11100900,1
2019-12-10 09:31:54.966589000,34314.966589193,5,24,11100800,1
2019-12-10 09:31:54.966913000,34314.966913302,4,25,11100700,1
2019-12-10 09:31:57.024504000,34317.024503577995,5,90,11106800,1
2019-12-10 09:31:57.024504000,34317.024503577995,4,3,11106400,1
2019-12-10 09:32:04.605730000,34324.60573039,5,1,11109200,1
2019-12-10 09:32:04.803185000,34324.80318475,5,1,11109200,1
