,time,type,size,price,direction
2019-12-06 14:04:00,50699.857905022,5,5,11307450,1
2019-12-06 14:05:00,50759.993120565,1,25,11312500,-1
2019-12-06 14:06:00,50819.953193649,1,23,11316300,-1
2019-12-06 14:07:00,50879.90788811901,1,100,11321300,-1
2019-12-06 14:08:00,50939.477454054,1,100,11304100,1
2019-12-06 14:09:00,50999.823411113,1,22,11321400,-1
2019-12-06 14:10:00,51059.993915962004,1,10,11314900,1
2019-12-06 14:11:00,51119.945470113,1,24,11319900,-1
2019-12-06 14:12:00,51179.414712305996,1,20,11319000,-1
2019-12-06 14:13:00,51239.996742286,1,20,11334600,-1
2019-12-06 14:14:00,51299.959017173,1,1,11324400,1
2019-12-06 14:15:00,51359.955544832,1,23,11322300,1
2019-12-06 14:16:00,51419.761768266,3,5,11333800,1
2019-12-06 14:17:00,51479.932952197,1,25,11322700,1
2019-12-06 14:18:00,51538.615364293,1,13,11339400,1
2019-12-06 14:19:00,51599.96705086,1,27,11358200,-1
2019-12-06 14:20:00,51659.920411953,1,1,11343700,1
2019-12-06 14:21:00,51717.766221285994,1,100,11349600,-1
2019-12-06 14:22:00,51779.795721985,1,21,11354700,-1
2019-12-06 14:23:00,51839.87216629901,1,20,11346600,1
2019-12-06 14:24:00,51898.267727176,3,2,11359200,-1
2019-12-06 14:25:00,51959.968355802004,1,32,11341600,1
2019-12-06 14:26:00,52019.698885257,1,24,11344500,1
2019-12-06 14:27:00,52079.574452508,1,35,11338800,1
2019-12-06 14:28:00,52139.990273776,1,25,11353700,-1
2019-12-06 14:29:00,52199.86701436099,1,25,11362000,-1
2019-12-06 14:30:00,52259.989635285994,1,25,11373700,-1
2019-12-06 14:31:00,52319.342288924,3,100,11353400,1
2019-12-06 14:32:00,52379.92469538099,1,1,11389300,1
2019-12-06 14:33:00,52439.439716342,1,1,11385000,1
2019-12-06 14:34:00,52499.707495468,1,36,11380400,-1
2019-12-06 14:35:00,52559.784609262,3,20,11387800,-1
2019-12-06 14:36:00,52619.966686592,3,19,11389700,1
2019-12-06 14:37:00,52678.884442112,1,5,11393600,-1
2019-12-06 14:38:00,52738.772668049,1,35,11396600,-1
2019-12-06 14:39:00,52799.014772261,1,25,11390400,-1
2019-12-06 14:40:00,52859.951189540996,1,29,11371400,1
2019-12-06 14:41:00,52919.555909694005,1,1,11383700,-1
2019-12-06 14:42:00,52976.74145542,1,100,11370000,-1
2019-12-06 14:43:00,53039.77254968,1,26,11349500,1
2019-12-06 14:44:00,53099.303886416,1,5,11364200,-1
2019-12-06 14:45:00,53159.811331020996,1,100,11347600,1
2019-12-06 14:46:00,53219.97427167401,1,100,11358000,-1
2019-12-06 14:47:00,53278.923821585,1,100,11366000,-1
2019-12-06 14:48:00,53339.764830572,1,80,11349800,1
2019-12-06 14:49:00,53399.80948621,1,5,11354600,-1
2019-12-06 14:50:00,53459.13902448,1,100,11357700,-1
2019-12-06 14:51:00,53519.42156861,1,1,11347600,1
2019-12-06 14:52:00,53579.932195182,1,52,11340500,1
2019-12-06 14:53:00,53638.817519554,1,25,11354900,-1
2019-12-06 14:54:00,53699.90038026599,1,100,11349200,-1
2019-12-06 14:55:00,53759.629810454004,1,100,11347800,-1
2019-12-06 14:56:00,53818.65025719,1,100,11352900,-1
2019-12-06 14:57:00,53879.49569143,1,26,11356200,-1
2019-12-06 14:58:00,53938.215870187996,3,120,11362300,-1
2019-12-06 14:59:00,53999.04837767,1,100,11361100,-1
2019-12-06 15:00:00,54059.921920026,1,20,11348200,1
2019-12-06 15:01:00,54119.884722400995,1,100,11376600,-1
2019-12-06 15:02:00,54179.482090907004,1,30,11373300,-1
2019-12-06 15:03:00,54239.855486904,1,25,11364700,-1
2019-12-06 15:04:00,54299.322465121,1,21,11363200,-1
2019-12-06 15:05:00,54359.777128311,1,100,11342100,1
2019-12-06 15:06:00,54419.569128709,1,41,11353900,1
2019-12-06 15:07:00,54479.842693022,3,100,11355000,-1
2019-12-06 15:08:00,54539.91906814,1,40,11364800,-1
2019-12-06 15:09:00,54599.592383322,1,38,11363600,-1
2019-12-06 15:10:00,54657.652910569006,1,3,11347200,1
2019-12-06 15:11:00,54718.803435368,1,120,11370000,-1
2019-12-06 15:12:00,54778.78535018,1,23,11356300,1
2019-12-06 15:13:00,54839.991284476,1,28,11366900,1
2019-12-06 15:14:00,54899.163714133,1,20,11376600,-1
2019-12-06 15:15:00,54959.839948971,1,30,11377000,-1
2019-12-06 15:16:00,55013.304406361,1,25,11375200,-1
2019-12-06 15:17:00,55077.77306147,1,37,11345400,1
2019-12-06 15:18:00,55138.661774552005,1,20,11344000,1
2019-12-06 15:19:00,55199.970295224004,1,100,11360500,1
2019-12-06 15:20:00,55259.416976788,1,25,11370500,-1
2019-12-06 15:21:00,55319.849681581,1,100,11377500,-1
2019-12-06 15:22:00,55378.042568698,3,2,11359400,-1
2019-12-06 15:23:00,55437.531742110994,1,20,11367300,-1
2019-12-06 15:24:00,55497.341446071,1,52,11357100,1
2019-12-06 15:25:00,55559.930484061,1,25,11365400,-1
2019-12-06 15:26:00,55619.79532354599,3,30,11370100,-1
2019-12-06 15:27:00,55679.982435396,1,5,11365700,-1
2019-12-06 15:28:00,55739.126713052,3,100,11365700,-1
2019-12-06 15:29:00,55798.625325623,1,10,11362000,1
2019-12-06 15:30:00,55859.326303082,3,100,11365400,-1
2019-12-06 15:31:00,55919.471113978,1,10,11361000,1
2019-12-06 15:32:00,55979.817182043,3,10,11353700,1
2019-12-06 15:33:00,56039.98583832,5,40,11362700,1
2019-12-06 15:34:00,56099.778960085,1,21,11365100,-1
2019-12-06 15:35:00,56159.999539965,1,25,11365600,-1
2019-12-06 15:36:00,56219.733769572995,1,28,11350500,1
2019-12-06 15:37:00,56279.914298901,1,34,11369600,-1
2019-12-06 15:38:00,56339.949541215996,1,1,11369300,-1
2019-12-06 15:39:00,56399.872750365,1,25,11374700,-1
2019-12-06 15:40:00,56459.081408689,1,25,11380200,-1
2019-12-06 15:41:00,56519.258710189,1,10,11375100,-1
2019-12-06 15:42:00,56579.268805102,1,1,11380200,-1
